,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
72592,72592,1029788,Ravodunna,2019-03-10T12:34:01.000Z,"an aussie, christian. i stand for free speech and critical thinking.one of my favourite quotes is ""when you feel like giving up - give up on giving up!""i'm also on mewe: rumble: rumble.com/user/ravodunnabitchute: odysee: main",952,1395,3426
72872,72872,1062718,PatriotPrivateEye,2019-03-26T04:30:47.000Z,@sallyride on truthsocial @sallyride_ on titter,22,85,120
73109,73109,1130469,BoogieFinger2020,2019-06-10T19:16:12.000Z,"@boogiefinger on twitter since 2011, banned from twitter in 2018locked out of my other gab account",427,199,19592
73257,73257,117983,Wutevuh,2016-12-11T18:41:37.000Z,#christian #conservative % #maga 4 #trump #savethechildren#constitution #1a #2a #prolife #israel #border #military #molonlabe #leo #ccot #q #stopislam #draintheswamp #dtmagfollow me: wutevuh -twitter banned on j8 @wutevuh gettr /truthsocial @wutevuh on clouthub /telegram #saveamerica #trumpwon,1974,1999,16693
73279,73279,1076214,OffendU,2019-04-10T16:06:11.000Z,i am no one!,43,77,383
73408,73408,1179679,Pickuptruckdude2,2019-07-13T00:04:06.931Z,am carrot but a pumpkin!!!!!,563,161,779
73691,73691,1082411,LibSick2020,2019-04-17T21:12:34.000Z,"counting down to 1776 redo - time to gather, in pubs in homes in bass boats - secure you neighborhood- practice.",1455,282,94220
73785,73785,10773,JaneyMack,2016-09-07T21:33:35.000Z,"""move along, pal. i haven't upgraded to misery yet."" - maisie mcgrane",1997,2008,1015
73856,73856,1033668,Adam_Ruff,2019-03-11T20:01:32.000Z,,104,74,1075
74144,74144,1030456,perhms,2019-03-10T18:30:58.000Z,,25,88,1109
74158,74158,1147742,chancefrw,2019-06-30T08:30:58.000Z,"i am chance, @music__man is my alternate account.",3,2,10
74181,74181,1121322,LuzzBrightBeer,2019-06-01T01:14:21.000Z,,85,71,2685
74241,74241,1013292,JoshMoss,2019-03-04T15:59:41.000Z,"""censorship is saying: 'i'm the one who says the last sentence. whatever you say, the conclusion is mine."" - ai weiwei",41,119,314
74568,74568,1098275,Bkwilsey,2019-05-07T04:18:09.000Z,,833,2744,61
74643,74643,1008943,polHansEmik-Wurst,2019-03-03T07:24:24.000Z,"dzg.onealfred polgar: ""es ist schwierig, menschen hinters licht zu fu hren, sobald es ihnen aufgegangen ist.""",24,10,1967
74758,74758,1025260,blueboyjob,2019-03-08T14:50:31.000Z,,36,132,1435
75811,75811,1058512,psignosis,2019-03-21T11:04:10.000Z,"thanks for checking in.weekday forex trader. to learn forex, click",322,9,7828
75937,75937,1067283,memerdaddy,2019-03-29T14:11:51.000Z,"january 6th veteranwhite trash arkansanpro-white, pro-freedomdon't support gays or trannies at allblack lives don't mattertruckergamerlevel",333,517,2853
76011,76011,1006878,PacaPlan,2019-03-02T20:42:05.000Z,"""all censorships exist to prevent anyone from challenging current conceptions and existing institutions."" - george bernard shaw",52,23,3392
77401,77401,1155679,garciamoreno,2019-07-07T18:15:59.755Z,"caminante no hay camino, se hace camino al andar.200 an os de mentiras. 200 an os de kulturkampf.para superar al marxismo es necesario subvertirlo. co mo un ejercicio de judo mental, hay que usar su propia inercia en su contra. marx no supo llevar la lucha de clases a su conclusio n lo gica final, hecho evidenciado en la praxis ma s que en la teori a, que las elites y capitales globalizantes usari an su ideologi a totalitaria para construir un futuro deshumanizante, industrial y explotador.",167,369,149
77519,77519,1054368,stevesmithagain,2019-03-18T19:41:39.000Z,"jesus is the way, the truth and the life.believe on him today.today is the day of salvation!",198,218,1480
77746,77746,1150123,Clemsnman,2019-07-03T14:57:18.000Z,,70,83,2371
78035,78035,1130841,altCensored,2019-06-11T04:12:11.000Z,"unbiased community catalog of 131k+ ""limited state""/censored youtube videos, including deleted content: ""we show what they hide""",379,169,75
78050,78050,1096185,Viau,2019-05-05T17:31:37.000Z,"lover of family, life, family, freedom and liberty. when you come to the fork in the road, take it yogi berra",231,311,1364
78519,78519,1063718,tnmady,2019-03-26T21:02:09.000Z,#trump2020,115,304,381
78655,78655,1092892,littlegiant3,2019-05-03T18:33:05.000Z,obnoxious hypotenuse...laughter and hugs are medicine,162,18,7077
78712,78712,100447,CryptoJewsOfGab,2016-12-01T11:22:43.000Z,meh,364,8,26731
79066,79066,1037581,TierraPlanaMedellin,2019-03-12T18:45:30.000Z,,84,106,475
79081,79081,1184338,Grimdahl,2019-07-14T09:59:37.629Z,vill kunna va ga do gammal i detta vackra land.,918,2330,477
79083,79083,1185166,Critical_Swede,2019-07-14T16:43:02.676Z,"sarcastic, ironic, sceptic, swedish truthseeker that absolutely hate injustice and oppression the road to salvation starts with babysteps then followed by a leap of faith",861,1591,506
79199,79199,1046620,Paulos,2019-03-15T06:13:32.000Z,,187,43,476
79364,79364,1112446,quak102,2019-05-19T19:40:45.000Z,,1089,129,31550
79397,79397,11541,BlackKemper,2016-09-10T01:55:03.000Z,**my audiobooks etc.**,1269,481,9504
79661,79661,1102709,American_Sons,2019-05-10T12:13:35.000Z,:merica: by birth / oath ... southern by his grace! god family :merica: country ... i 'll defend & protect ... won't apologize for it! turn the other cheek type ... not hardly! control your mind ... or someone else will warning: profile image & avatar may change at any given moment! #americafirstalways #allrightsreserved #termlimits #wwg1wga #repostanator #sultanofshare #theearlofecho i follow back,472,526,2839
79771,79771,110522,11m,2016-12-07T15:00:21.000Z,fascist flame thrower of peace | neon national socialist | hamas respecter | racist uncle | huey p. long for emperor,726,184,9332
80140,80140,1088331,Jafelco,2019-04-27T13:57:07.000Z,"directed enrgy brain fog due to radar tracking is prevalent. fbi contractors are doing it for tracking, experiments and suppression.. i will do a video on how activists and journalists are targeted imperceptibly for surveillance et. al.check out #secrecymywebsite: jameslico.com",234,458,1415
80686,80686,1144676,Sierrafox,2019-06-27T11:58:20.000Z,"dans un monde rempli de tromperies, demi-ve rite s et manipulations, le besoin de ve rite est une noble que te. un voyage qui nous emme ne dans les recoins les plus sombres, mais qui nous donne l espoir d'en sortir avec des re ponses... la route est seme e d embu ches, or la recherche de transparence et de justice est un appel que nous devons tous entreprendre pour nous-me mes, nos enfants, l avenir et le monde",167,232,10465
81295,81295,1104193,UknknownTrumpSupporter,2019-05-11T18:54:35.000Z,#unknowntrumpsupporter unknowntrumpsupporter@trumpunknown,149,352,225
81336,81336,114479,SahmomMN,2016-12-10T07:08:02.000Z,repeal the 19thubi amor ibi oculus ...and she shall laugh in the latter day. psalm,360,366,7549
81441,81441,1131588,DeeGonzcher,2019-06-12T01:25:18.000Z,happily retired,75,85,107
81727,81727,116762,Trumplican,2016-12-10T19:17:25.000Z,"i support my president 100%. i don t expect him to be perfect as i am far from it. i may question some decisions that i may not understand but will never turn my back on him. god bless america, our military and president trump. #infowars #maga#freeassange#pardonmichaelflynn#rogerstoneisinnocent#presidenttrumpisinnocent#pardonrogerstone#trump2020#kag",2138,637,50161
81948,81948,10633,peterdukephoto,2016-09-07T05:10:34.000Z,all news is made up. some of it is true.,775,79,350
82157,82157,1003809,Ls400,2019-03-02T07:32:36.000Z,they perish because they refused to love the truth and so be saved. for this reason god sends them a powerful delusion so that they will believe the lie.,710,682,22635
82229,82229,1131988,Guds_Barn_i_Jesus_Namn,2019-06-12T13:50:26.000Z,"jesus christ created me a new and pure heart in my soul back in the year 2013, after i had been locked up in psych ward for several months.islam is the religion of satan, group where i share prophecies/warnings and information.. vk.com/public182074982#endtimedeceptions",693,2744,1001
82230,82230,1137318,weymo,2019-06-18T19:24:12.000Z,,45,86,219
82785,82785,10381,courrielche,2016-09-06T18:06:39.000Z,"co-host of red pilled america, an iheartradio original storytelling podcast. rts/fllws/likes not endorsement. info@redpilledamerica.com",163,73,85
82914,82914,1049346,FuryForth,2019-03-16T05:59:12.000Z,"descendant of german russian kulak never forget the holodomor (starvation) genocide where more died in ukraine at the hands of the bolshevik satanic jews, than from holocaust!",203,267,2851
82956,82956,1122242,jzac_man2,2019-06-02T14:37:49.000Z,,108,136,3445
83080,83080,1145443,CaelM,2019-06-27T22:50:33.000Z,,714,103,298
83113,83113,1061320,kit2000,2019-03-24T07:07:31.000Z,,685,483,13613
84111,84111,112196,Rustlemasta,2016-12-08T08:14:11.000Z,my name is flabba wabba babba jabba noongah.blocked by andrew torba (@a) for being based & demanding answers over the death of gabby the frog.also on twitter:,1241,209,12284
84333,84333,113550,HarleyRoseTX,2016-12-09T19:18:46.000Z,"""i prefer peace. but if trouble must come, let it come in my time, so that my children can live in peace."" ~ thomas paine ~ #texas ~ #normalwoman ~ i am white. america first! no apologies. no guilt.widow of vietnam veteran",1186,643,18029
84496,84496,1052374,Project_Liberty,2019-03-17T21:55:33.000Z,i follow back accounts with original content. i don't follow accounts that repost too much or have extremely repetitive posts.q or q+ give me hope and i will spread the message.,239,117,7630
84579,84579,1114549,Straman,2019-05-22T16:38:29.000Z,"i am a christian flatearther, a biblical student of our father's word and of shepherds chapel.",274,165,8874
84893,84893,1011782,PastorPump,2019-03-04T02:50:02.000Z,,318,307,2594
84950,84950,1077640,EagleTalon,2019-04-12T00:51:20.000Z,,68,115,150
85581,85581,1113377,Evan_Troxel,2019-05-21T01:57:23.000Z,2nd timothy 4:2 broadcast/investigative journalist. eagle scout. unl broadcasting alum (2016). #journalismisdeadmy website: telegram: (public channel) & @evantroxel (private chat)twitter: @evan_troxelpublic facebook page (@evantroxel10): @evantroxel,1883,263,8828
85778,85778,116700,gg2016,2016-12-10T18:51:26.000Z,"truth social: @honeybadger_1twitter: gigiv1969unfiltered usmc pilot's spouse. 2a supporter. president trump is still my president.just say no to vaccines, fake presidents, fake deaths (newtown, babbitt, etc), communism, marxism, socialism, made in china, fascistbook, twatter, gingertwat (psaki), cia/cnn, the felonious bureau of insurrections, and, of course, their master, satan.",962,1002,6540
86122,86122,1101016,Mr151,2019-05-08T19:09:42.000Z,my god my family my countrywwg1wga patriots have no color magakag,395,392,6028
86241,86241,1069243,Deepgreenbear,2019-04-01T04:36:49.000Z,"jesus freak, husband, father, teacher, happy bear!",354,502,5082
86395,86395,100820,MitchFreeze,2016-12-01T16:49:05.000Z,old school rap star,362,679,1023
87524,87524,105011,GreenPus,2016-12-06T23:37:05.000Z,american. constitutionalist. politically incorrect. deal with it.i post / follow 100% political content only.delete facebook / twitter / google / amazon. starve the beast.click bait & spam = blocked and reported.the only reason to disarm the people is if you are planning to do something you should be shot for.,409,376,5395
87602,87602,1060155,saraswati,2019-03-22T21:27:49.000Z,rightwing ayn rand objectivist trans punk bombshell waiting for the next revolution to get on with it already,560,641,9811
87776,87776,1149785,Teresa-Q-2020,2019-07-03T03:25:16.000Z,"bornagain jesus georgia i do not respond to dm's no locked accounts patriot, single support military & law inforcement. only two genders thank you to all who follow me, ifbp wwg1wga...maga...kagcondemnation without investigation is evidence of indoctrination",1103,1138,1202
87860,87860,1064944,Libertas_Verita,2019-03-27T19:39:29.000Z,"i'm proud to say, i was permanently suspended from twitter for supporting president trump. i follow back all patriots #trumpwon2020a staunch constitutionalist #maga #prolife #kag vietnam era veteran 95b #patriot #1a #2a i'm a proud pureblood.",1309,1715,1654
88088,88088,1042435,LittleMissPaceSetter,2019-03-14T02:43:47.000Z,8 times twitter ban champion! proud aussie patriot & grandma to 2 amazing little boys. soon to have my 8th pacemaker implanted....my theme song is kickstart my heart by motley crue.,505,581,1565
